                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                 1.0201,                0.93335,                 1.2795,                0.68146,                0.49342,                0.50207,                0.36134,                 1.2646,                 1.5568,                 1.6294,               0.004885,               0.004885,               0.004885
                    158,                 1.0114,                0.92388,                  1.271,                0.70203,                0.48189,                0.50137,                0.36146,                 1.2625,                 1.5566,                 1.6267,               0.004852,               0.004852,               0.004852
                    159,                   1.01,                0.91681,                  1.267,                 0.6994,                0.48339,                0.50104,                0.36164,                 1.2633,                 1.5566,                 1.6292,               0.004819,               0.004819,               0.004819
                    160,                 1.0107,                0.92384,                 1.2694,                 0.6985,                0.48436,                0.50157,                0.36185,                 1.2619,                 1.5553,                 1.6266,               0.004786,               0.004786,               0.004786
                    161,                 1.0091,                0.92149,                 1.2668,                0.70177,                0.48323,                0.50175,                0.36222,                 1.2616,                 1.5576,                 1.6271,               0.004753,               0.004753,               0.004753
                    162,                 1.0076,                 0.9165,                 1.2676,                0.70146,                0.48149,                0.50204,                0.36233,                  1.262,                  1.555,                  1.628,                0.00472,                0.00472,                0.00472
                    163,                  1.009,                0.91334,                 1.2685,                0.69862,                0.48332,                0.50217,                 0.3631,                 1.2603,                 1.5535,                 1.6266,               0.004687,               0.004687,               0.004687
                    164,                 1.0056,                0.91241,                 1.2637,                0.69672,                0.48564,                0.50263,                0.36317,                 1.2594,                 1.5529,                 1.6267,               0.004654,               0.004654,               0.004654
                    165,                 1.0053,                 0.9109,                 1.2652,                0.73522,                0.46987,                0.50321,                0.36438,                 1.2586,                 1.5517,                 1.6271,               0.004621,               0.004621,               0.004621
                    166,                0.99228,                0.90135,                 1.2576,                0.72449,                0.47107,                0.50326,                0.36445,                 1.2574,                 1.5505,                 1.6268,               0.004588,               0.004588,               0.004588
                    167,                0.99032,                0.89426,                  1.256,                0.69535,                0.48925,                0.50358,                0.36502,                  1.257,                 1.5509,                 1.6264,               0.004555,               0.004555,               0.004555
                    168,                0.99789,                0.91221,                 1.2636,                0.69407,                0.48944,                0.50372,                0.36524,                 1.2562,                 1.5505,                 1.6252,               0.004522,               0.004522,               0.004522
                    169,                0.99728,                0.90531,                 1.2617,                0.69332,                0.48968,                0.50297,                0.36528,                 1.2565,                 1.5516,                 1.6255,               0.004489,               0.004489,               0.004489
                    170,                 0.9893,                 0.8889,                 1.2528,                0.70244,                  0.487,                0.50311,                0.36503,                 1.2555,                 1.5522,                 1.6231,               0.004456,               0.004456,               0.004456
                    171,                0.98725,                 0.8931,                 1.2516,                0.70688,                0.48552,                0.50327,                0.36511,                 1.2545,                 1.5531,                 1.6229,               0.004423,               0.004423,               0.004423
                    172,                0.98317,                0.88919,                  1.256,                0.70529,                0.48686,                0.50403,                0.36542,                 1.2537,                  1.553,                 1.6232,                0.00439,                0.00439,                0.00439
                    173,                 0.9845,                0.88456,                 1.2477,                0.71044,                0.48533,                0.50342,                0.36541,                 1.2528,                 1.5533,                  1.623,               0.004357,               0.004357,               0.004357
                    174,                0.97442,                0.87494,                 1.2406,                0.71184,                0.48587,                0.50363,                0.36532,                  1.253,                 1.5547,                  1.624,               0.004324,               0.004324,               0.004324
                    175,                 0.9772,                0.87263,                 1.2386,                0.70895,                0.48922,                0.50305,                0.36517,                 1.2528,                 1.5557,                 1.6239,               0.004291,               0.004291,               0.004291
                    176,                0.97765,                 0.8756,                 1.2429,                 0.7062,                0.49002,                0.50297,                0.36502,                 1.2526,                 1.5565,                 1.6247,               0.004258,               0.004258,               0.004258
                    177,                0.96813,                0.86588,                 1.2385,                0.70585,                0.48943,                0.50362,                 0.3654,                 1.2523,                 1.5574,                 1.6248,               0.004225,               0.004225,               0.004225
                    178,                0.97344,                0.87745,                 1.2449,                0.70564,                0.49067,                0.50348,                0.36524,                 1.2514,                  1.558,                  1.623,               0.004192,               0.004192,               0.004192
                    179,                0.96999,                0.86523,                 1.2389,                0.70358,                0.48967,                0.50297,                0.36568,                 1.2493,                 1.5565,                 1.6212,               0.004159,               0.004159,               0.004159
                    180,                0.97001,                0.86136,                 1.2357,                0.70576,                0.49068,                0.50396,                0.36643,                 1.2481,                 1.5544,                   1.62,               0.004126,               0.004126,               0.004126
                    181,                0.96801,                0.86535,                 1.2349,                 0.7064,                0.49062,                0.50427,                0.36731,                 1.2466,                 1.5541,                 1.6187,               0.004093,               0.004093,               0.004093
                    182,                 0.9666,                0.86516,                 1.2355,                0.70647,                0.49127,                0.50412,                0.36747,                 1.2466,                 1.5541,                 1.6188,                0.00406,                0.00406,                0.00406
                    183,                0.96103,                0.85599,                 1.2311,                0.70417,                 0.4919,                0.50468,                0.36802,                  1.246,                  1.555,                 1.6181,               0.004027,               0.004027,               0.004027
                    184,                0.96324,                 0.8609,                 1.2354,                0.70392,                 0.4912,                0.50447,                0.36817,                 1.2458,                 1.5544,                 1.6181,               0.003994,               0.003994,               0.003994
                    185,                0.96115,                0.86226,                 1.2318,                 0.7041,                 0.4907,                0.50464,                0.36843,                 1.2452,                 1.5551,                  1.617,               0.003961,               0.003961,               0.003961
                    186,                0.95867,                0.85742,                 1.2308,                0.70186,                0.49102,                0.50485,                0.36851,                  1.245,                 1.5563,                 1.6173,               0.003928,               0.003928,               0.003928
                    187,                0.95795,                0.85956,                   1.23,                0.68122,                0.50028,                 0.5041,                0.36865,                 1.2443,                 1.5579,                 1.6169,               0.003895,               0.003895,               0.003895
                    188,                0.95209,                0.85845,                 1.2342,                0.68143,                 0.5023,                0.50433,                0.36882,                 1.2437,                 1.5584,                  1.616,               0.003862,               0.003862,               0.003862
                    189,                0.95128,                0.84746,                 1.2265,                0.68357,                0.50106,                0.50424,                0.36907,                 1.2438,                 1.5583,                 1.6157,               0.003829,               0.003829,               0.003829
                    190,                0.94448,                 0.8451,                 1.2223,                0.68058,                0.50222,                 0.5039,                0.36886,                 1.2422,                  1.556,                 1.6146,               0.003796,               0.003796,               0.003796
                    191,                 0.9445,                0.84128,                 1.2218,                0.71338,                0.48753,                0.50396,                0.36888,                 1.2416,                 1.5549,                 1.6151,               0.003763,               0.003763,               0.003763
                    192,                0.94507,                0.83857,                 1.2181,                 0.6856,                0.49694,                0.50418,                0.36937,                 1.2413,                  1.555,                 1.6143,                0.00373,                0.00373,                0.00373
                    193,                 0.9398,                0.83602,                 1.2208,                0.68902,                0.49684,                0.50391,                0.36977,                 1.2409,                 1.5546,                  1.615,               0.003697,               0.003697,               0.003697
                    194,                0.94345,                0.84302,                 1.2245,                0.69102,                0.49523,                0.50429,                0.37006,                 1.2399,                 1.5542,                  1.614,               0.003664,               0.003664,               0.003664
                    195,                0.94091,                0.84009,                 1.2214,                0.68929,                0.49498,                0.50407,                0.36991,                 1.2399,                 1.5554,                 1.6134,               0.003631,               0.003631,               0.003631
                    196,                0.93402,                0.82586,                 1.2138,                0.68822,                0.49478,                  0.504,                0.37027,                 1.2394,                 1.5547,                 1.6128,               0.003598,               0.003598,               0.003598
                    197,                0.93323,                0.82618,                  1.213,                0.71237,                0.48535,                0.50464,                0.37005,                 1.2388,                 1.5547,                  1.613,               0.003565,               0.003565,               0.003565
                    198,                 0.9291,                0.82414,                 1.2134,                0.71095,                0.48623,                0.50518,                0.37048,                 1.2386,                 1.5569,                 1.6126,               0.003532,               0.003532,               0.003532
                    199,                0.93079,                0.82792,                 1.2141,                0.70957,                0.48803,                0.50501,                0.37065,                 1.2379,                 1.5569,                 1.6126,               0.003499,               0.003499,               0.003499
                    200,                0.92727,                0.82504,                 1.2118,                0.70834,                 0.4887,                0.50523,                0.37084,                 1.2371,                 1.5595,                 1.6117,               0.003466,               0.003466,               0.003466
                    201,                0.92748,                0.81251,                 1.2021,                0.70987,                0.48655,                0.50518,                 0.3709,                 1.2367,                   1.56,                 1.6117,               0.003433,               0.003433,               0.003433
                    202,                0.92177,                0.80658,                 1.2016,                0.70979,                0.48749,                0.50615,                0.37105,                  1.236,                 1.5603,                 1.6111,                 0.0034,                 0.0034,                 0.0034
                    203,                0.92674,                0.81401,                 1.2063,                0.70566,                0.49294,                0.50636,                0.37108,                 1.2355,                 1.5606,                 1.6109,               0.003367,               0.003367,               0.003367
                    204,                0.92043,                0.80793,                 1.2021,                0.70199,                0.49555,                0.50617,                0.37133,                 1.2348,                 1.5614,                 1.6106,               0.003334,               0.003334,               0.003334
                    205,                0.92269,                0.81968,                 1.2056,                 0.7066,                 0.4914,                0.50596,                0.37116,                 1.2342,                 1.5626,                 1.6107,               0.003301,               0.003301,               0.003301
                    206,                0.91697,                0.80019,                 1.1984,                0.70358,                0.49286,                0.50549,                0.37129,                  1.233,                 1.5632,                 1.6097,               0.003268,               0.003268,               0.003268
                    207,                0.91183,                0.80576,                 1.2023,                0.70234,                0.49338,                0.50532,                0.37089,                  1.232,                 1.5626,                  1.609,               0.003235,               0.003235,               0.003235
                    208,                0.92021,                0.80943,                  1.205,                0.70174,                0.49295,                0.50528,                0.37089,                 1.2314,                 1.5632,                 1.6085,               0.003202,               0.003202,               0.003202
                    209,                 0.9142,                 0.8057,                 1.1998,                0.70315,                0.49213,                0.50496,                0.37088,                  1.232,                 1.5639,                 1.6091,               0.003169,               0.003169,               0.003169
                    210,                0.91035,                0.79821,                 1.1949,                0.70663,                0.49133,                0.50494,                0.37055,                 1.2318,                  1.566,                 1.6097,               0.003136,               0.003136,               0.003136
                    211,                0.90769,                0.79605,                 1.1948,                 0.7051,                0.49131,                0.50452,                0.37027,                  1.232,                 1.5665,                   1.61,               0.003103,               0.003103,               0.003103
                    212,                   0.91,                0.79524,                 1.1954,                0.70465,                0.49168,                0.50453,                0.37047,                 1.2319,                  1.567,                 1.6093,                0.00307,                0.00307,                0.00307
                    213,                0.91672,                0.80533,                 1.2015,                0.70456,                0.49295,                  0.504,                0.37042,                 1.2318,                 1.5688,                  1.609,               0.003037,               0.003037,               0.003037
                    214,                0.89589,                0.78461,                 1.1913,                0.70499,                0.49358,                0.50459,                0.37044,                 1.2311,                 1.5674,                 1.6083,               0.003004,               0.003004,               0.003004
                    215,                0.89855,                0.78787,                 1.1878,                0.70557,                0.49434,                0.50479,                0.37016,                 1.2312,                 1.5688,                 1.6086,               0.002971,               0.002971,               0.002971
                    216,                0.89923,                0.78663,                 1.1863,                0.70796,                0.49322,                0.50459,                0.37028,                 1.2305,                 1.5698,                 1.6086,               0.002938,               0.002938,               0.002938
                    217,                0.89311,                0.77871,                 1.1843,                 0.7082,                0.49432,                0.50455,                0.37019,                 1.2296,                 1.5689,                 1.6079,               0.002905,               0.002905,               0.002905
                    218,                0.89831,                0.78564,                 1.1874,                0.70936,                0.49494,                0.50456,                0.37038,                 1.2293,                 1.5692,                 1.6075,               0.002872,               0.002872,               0.002872
                    219,                0.89853,                0.78572,                  1.189,                0.70984,                0.49465,                0.50514,                0.37044,                 1.2292,                 1.5699,                 1.6074,               0.002839,               0.002839,               0.002839
                    220,                0.88903,                0.77526,                 1.1824,                0.71006,                0.49382,                0.50543,                0.37074,                 1.2292,                 1.5724,                 1.6066,               0.002806,               0.002806,               0.002806
                    221,                0.89389,                 0.7774,                  1.185,                0.70849,                0.49329,                0.50554,                0.37087,                 1.2291,                 1.5724,                 1.6068,               0.002773,               0.002773,               0.002773
                    222,                0.88787,                0.77249,                  1.181,                0.70969,                0.49341,                0.50584,                0.37169,                 1.2286,                 1.5723,                 1.6065,                0.00274,                0.00274,                0.00274
                    223,                0.88514,                0.77403,                 1.1799,                0.70619,                 0.4945,                0.50582,                0.37138,                 1.2285,                 1.5732,                 1.6064,               0.002707,               0.002707,               0.002707
                    224,                0.88772,                 0.7682,                 1.1803,                0.70651,                0.49392,                0.50582,                 0.3715,                 1.2277,                  1.575,                 1.6052,               0.002674,               0.002674,               0.002674
                    225,                0.88356,                0.76666,                   1.18,                0.70818,                0.49289,                0.50586,                  0.372,                 1.2268,                  1.575,                 1.6048,               0.002641,               0.002641,               0.002641
                    226,                0.88002,                0.76768,                 1.1749,                0.70974,                0.49301,                0.50561,                0.37205,                 1.2264,                 1.5753,                 1.6043,               0.002608,               0.002608,               0.002608
                    227,                0.87772,                0.76074,                 1.1726,                0.71204,                0.49244,                0.50576,                0.37174,                 1.2263,                 1.5753,                  1.604,               0.002575,               0.002575,               0.002575
                    228,                0.88056,                0.76303,                 1.1732,                0.71119,                0.49194,                0.50536,                0.37216,                 1.2261,                 1.5771,                 1.6037,               0.002542,               0.002542,               0.002542
                    229,                0.87065,                0.75267,                 1.1685,                0.71154,                0.49215,                0.50556,                0.37244,                  1.225,                 1.5759,                 1.6029,               0.002509,               0.002509,               0.002509
                    230,                0.86979,                0.76319,                 1.1751,                0.71006,                0.49224,                0.50514,                0.37222,                 1.2247,                 1.5766,                 1.6032,               0.002476,               0.002476,               0.002476
                    231,                  0.872,                0.75359,                 1.1698,                0.70591,                0.49216,                 0.5051,                0.37222,                 1.2248,                 1.5771,                 1.6039,               0.002443,               0.002443,               0.002443
                    232,                0.87309,                0.76027,                 1.1719,                0.70764,                 0.4918,                0.50507,                0.37231,                 1.2247,                 1.5786,                 1.6041,                0.00241,                0.00241,                0.00241
                    233,                0.86534,                0.74882,                 1.1663,                 0.7054,                0.49258,                0.50511,                0.37183,                 1.2245,                 1.5785,                 1.6042,               0.002377,               0.002377,               0.002377
                    234,                0.86733,                0.75398,                 1.1668,                0.70523,                0.49149,                0.50481,                0.37158,                 1.2253,                 1.5806,                 1.6052,               0.002344,               0.002344,               0.002344
                    235,                0.86672,                0.75228,                 1.1665,                0.71316,                0.48984,                0.50504,                0.37191,                 1.2247,                 1.5808,                 1.6044,               0.002311,               0.002311,               0.002311
                    236,                0.86477,                0.75304,                 1.1668,                0.71156,                0.48971,                0.50514,                0.37147,                 1.2242,                 1.5809,                 1.6033,               0.002278,               0.002278,               0.002278
                    237,                0.87072,                0.75728,                 1.1682,                 0.7108,                0.48992,                0.50452,                0.37169,                  1.224,                 1.5807,                 1.6036,               0.002245,               0.002245,               0.002245
                    238,                0.86384,                0.74668,                 1.1657,                0.71188,                0.49151,                0.50593,                0.37253,                 1.2234,                 1.5807,                 1.6035,               0.002212,               0.002212,               0.002212
                    239,                 0.8516,                0.72698,                 1.1561,                0.72175,                0.48636,                0.50575,                0.37227,                  1.223,                 1.5815,                  1.603,               0.002179,               0.002179,               0.002179
                    240,                0.85542,                0.74012,                 1.1592,                0.72258,                0.48704,                0.50573,                0.37263,                 1.2219,                 1.5815,                 1.6022,               0.002146,               0.002146,               0.002146
                    241,                0.85199,                0.73135,                 1.1588,                0.72103,                0.48661,                 0.5043,                 0.3715,                 1.2224,                 1.5821,                 1.6025,               0.002113,               0.002113,               0.002113
                    242,                0.84787,                0.73088,                 1.1578,                0.71938,                0.48521,                0.50398,                0.37123,                 1.2229,                 1.5811,                  1.604,                0.00208,                0.00208,                0.00208
                    243,                 0.8533,                0.73423,                 1.1581,                0.72034,                0.48477,                0.50397,                 0.3712,                 1.2235,                  1.583,                 1.6051,               0.002047,               0.002047,               0.002047
                    244,                0.85275,                0.73609,                 1.1566,                0.72259,                0.48579,                0.50526,                0.37177,                 1.2233,                  1.584,                 1.6054,               0.002014,               0.002014,               0.002014
                    245,                0.85271,                0.73725,                 1.1581,                0.72022,                0.48471,                0.50425,                0.37108,                  1.224,                 1.5861,                  1.606,               0.001981,               0.001981,               0.001981
                    246,                0.84744,                0.72596,                 1.1533,                0.72347,                0.48481,                0.50422,                0.37104,                 1.2236,                  1.587,                 1.6064,               0.001948,               0.001948,               0.001948
                    247,                0.84838,                0.72493,                 1.1535,                0.72352,                0.48446,                0.50454,                0.37111,                 1.2228,                  1.588,                 1.6056,               0.001915,               0.001915,               0.001915
                    248,                0.84197,                0.72409,                 1.1485,                0.72374,                0.48433,                0.50477,                 0.3709,                 1.2224,                 1.5883,                 1.6056,               0.001882,               0.001882,               0.001882
                    249,                0.84475,                0.73344,                 1.1548,                0.71996,                0.48841,                0.50477,                0.37137,                 1.2225,                 1.5895,                 1.6057,               0.001849,               0.001849,               0.001849
                    250,                0.83551,                0.71808,                 1.1484,                0.72066,                0.48861,                 0.5044,                0.37131,                  1.222,                 1.5901,                 1.6058,               0.001816,               0.001816,               0.001816
                    251,                0.83796,                 0.7187,                 1.1449,                0.72014,                0.48866,                0.50432,                0.37152,                 1.2207,                 1.5891,                 1.6044,               0.001783,               0.001783,               0.001783
                    252,                0.83778,                0.71906,                 1.1442,                0.71898,                0.48897,                0.50428,                0.37136,                 1.2206,                 1.5913,                 1.6045,                0.00175,                0.00175,                0.00175
                    253,                0.83083,                0.71805,                 1.1445,                  0.718,                0.48921,                 0.5039,                0.37151,                 1.2203,                  1.592,                 1.6038,               0.001717,               0.001717,               0.001717
                    254,                0.83775,                0.71782,                 1.1497,                0.72041,                0.48746,                0.50388,                0.37184,                 1.2202,                 1.5923,                 1.6041,               0.001684,               0.001684,               0.001684
                    255,                 0.8371,                0.71556,                 1.1468,                0.72924,                0.48343,                0.50409,                0.37187,                 1.2203,                 1.5933,                 1.6038,               0.001651,               0.001651,               0.001651
                    256,                0.82184,                0.69508,                 1.1305,                0.72143,                0.48649,                0.50361,                0.37156,                 1.2207,                 1.5952,                 1.6041,               0.001618,               0.001618,               0.001618
                    257,                0.83195,                0.71949,                 1.1471,                 0.7227,                0.48612,                0.50367,                0.37148,                 1.2202,                 1.5959,                 1.6038,               0.001585,               0.001585,               0.001585
                    258,                0.82084,                0.70349,                 1.1393,                0.72929,                0.48367,                0.50392,                 0.3714,                 1.2193,                 1.5961,                 1.6034,               0.001552,               0.001552,               0.001552
                    259,                0.82561,                0.70047,                 1.1387,                0.72604,                0.48399,                 0.5039,                0.37176,                 1.2197,                 1.5963,                 1.6035,               0.001519,               0.001519,               0.001519
                    260,                0.82507,                0.70761,                 1.1374,                0.72687,                0.48391,                0.50406,                0.37198,                 1.2196,                 1.5973,                 1.6037,               0.001486,               0.001486,               0.001486
                    261,                0.82196,                0.70447,                 1.1373,                0.72642,                0.48284,                0.50416,                0.37212,                 1.2187,                 1.5964,                  1.603,               0.001453,               0.001453,               0.001453
                    262,                 0.8202,                 0.6998,                 1.1371,                0.72635,                0.48335,                0.50369,                0.37176,                 1.2181,                 1.5956,                 1.6025,                0.00142,                0.00142,                0.00142
                    263,                0.81903,                0.69516,                 1.1346,                0.71919,                0.48583,                0.50327,                0.37149,                 1.2181,                 1.5969,                 1.6023,               0.001387,               0.001387,               0.001387
                    264,                0.82061,                0.70082,                  1.137,                0.72151,                 0.4854,                0.50326,                0.37142,                 1.2174,                 1.5969,                 1.6015,               0.001354,               0.001354,               0.001354
                    265,                0.81355,                0.69642,                  1.134,                0.71789,                0.48561,                0.50308,                0.37153,                 1.2174,                 1.5968,                 1.6015,               0.001321,               0.001321,               0.001321
                    266,                0.80831,                0.68769,                 1.1291,                0.72344,                0.48515,                0.50327,                 0.3716,                 1.2158,                 1.5962,                 1.6005,               0.001288,               0.001288,               0.001288
                    267,                0.81272,                 0.6895,                  1.131,                0.71673,                0.48665,                0.50223,                0.37146,                 1.2165,                 1.5972,                 1.6007,               0.001255,               0.001255,               0.001255
                    268,                0.81286,                0.69655,                 1.1327,                0.71735,                 0.4859,                0.50206,                0.37115,                 1.2166,                 1.5989,                 1.6005,               0.001222,               0.001222,               0.001222
                    269,                 0.8083,                0.68769,                  1.126,                0.71594,                0.48724,                0.50175,                 0.3712,                  1.216,                 1.5994,                 1.6004,               0.001189,               0.001189,               0.001189
                    270,                0.80286,                0.69227,                 1.1289,                0.71538,                0.48716,                0.50229,                0.37164,                 1.2168,                 1.5997,                 1.6021,               0.001156,               0.001156,               0.001156
                    271,                0.79958,                0.67834,                 1.1247,                0.71541,                0.48731,                0.50199,                0.37162,                 1.2165,                    1.6,                 1.6018,               0.001123,               0.001123,               0.001123
                    272,                0.80458,                0.69003,                 1.1291,                0.71965,                0.48569,                0.50187,                0.37183,                 1.2157,                    1.6,                 1.6019,                0.00109,                0.00109,                0.00109
                    273,                0.79994,                0.68233,                  1.126,                0.71904,                 0.4857,                0.50193,                0.37189,                 1.2159,                 1.6012,                 1.6024,               0.001057,               0.001057,               0.001057
                    274,                0.79237,                0.67066,                 1.1194,                0.71878,                 0.4849,                0.50173,                0.37139,                  1.216,                 1.6021,                 1.6022,               0.001024,               0.001024,               0.001024
                    275,                0.79685,                0.67483,                 1.1215,                0.72009,                0.48444,                 0.5018,                0.37176,                 1.2167,                 1.6024,                 1.6026,               0.000991,               0.000991,               0.000991
                    276,                0.79839,                0.67881,                 1.1258,                0.71484,                0.48566,                0.50171,                0.37195,                 1.2175,                  1.605,                 1.6038,               0.000958,               0.000958,               0.000958
                    277,                0.79199,                0.67421,                 1.1214,                0.71624,                0.48466,                0.50169,                0.37191,                 1.2167,                 1.6047,                 1.6035,               0.000925,               0.000925,               0.000925
                    278,                0.79053,                0.66775,                 1.1196,                0.71874,                 0.4848,                0.50167,                0.37216,                  1.215,                 1.6032,                 1.6021,               0.000892,               0.000892,               0.000892
                    279,                 0.7884,                0.66784,                 1.1153,                0.71636,                0.48493,                0.50144,                0.37222,                 1.2161,                 1.6038,                 1.6027,               0.000859,               0.000859,               0.000859
                    280,                0.79074,                0.67259,                 1.1163,                 0.7177,                0.48506,                0.50165,                0.37209,                 1.2161,                 1.6068,                 1.6022,               0.000826,               0.000826,               0.000826
                    281,                0.78759,                 0.6683,                 1.1161,                0.71773,                0.48335,                0.50144,                0.37135,                 1.2173,                 1.6088,                 1.6035,               0.000793,               0.000793,               0.000793
                    282,                0.78399,                0.66599,                 1.1153,                0.71583,                0.48424,                0.50107,                0.37073,                 1.2178,                 1.6115,                 1.6041,                0.00076,                0.00076,                0.00076
                    283,                0.78588,                0.66852,                 1.1168,                0.71477,                0.48475,                0.50129,                0.37078,                 1.2184,                 1.6119,                 1.6044,               0.000727,               0.000727,               0.000727
                    284,                0.79097,                0.67094,                 1.1153,                0.71695,                0.48356,                0.50134,                0.37088,                 1.2184,                 1.6137,                 1.6051,               0.000694,               0.000694,               0.000694
                    285,                0.77893,                0.66254,                 1.1148,                0.71638,                0.48435,                0.50126,                 0.3707,                 1.2186,                 1.6134,                 1.6048,               0.000661,               0.000661,               0.000661
                    286,                0.78328,                0.66091,                 1.1121,                0.72321,                0.48319,                0.50139,                0.37078,                 1.2184,                 1.6143,                 1.6047,               0.000628,               0.000628,               0.000628
                    287,                0.78144,                0.66804,                 1.1122,                0.72397,                0.48354,                0.50136,                0.37061,                 1.2187,                 1.6164,                 1.6055,               0.000595,               0.000595,               0.000595
                    288,                0.77725,                 0.6593,                 1.1123,                 0.7245,                0.48351,                0.50146,                0.37094,                 1.2181,                 1.6159,                 1.6048,               0.000562,               0.000562,               0.000562
                    289,                0.77794,                0.66317,                 1.1109,                0.72553,                0.48352,                0.50133,                0.37093,                 1.2177,                 1.6159,                 1.6045,               0.000529,               0.000529,               0.000529
                    290,                0.77216,                0.65391,                 1.1084,                0.71429,                 0.4887,                0.50156,                0.37106,                 1.2174,                 1.6167,                 1.6047,               0.000496,               0.000496,               0.000496
